"","lens1","lens2","val","geography","unit","description","indicator"
"3449","SC",NA,"31487.6002874626","Meghalaya","number of people","Total population of  Meghalaya in caste category","total_pop_of_Meghalaya_CasteCategory"
"3450","ST",NA,"3487691.694674","Meghalaya","number of people","Total population of  Meghalaya in caste category","total_pop_of_Meghalaya_CasteCategory"
"3451","Upper Caste",NA,"412127.914583751","Meghalaya","number of people","Total population of  Meghalaya in caste category","total_pop_of_Meghalaya_CasteCategory"
"3452","Not Applicable",NA,"8020.10806235177","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3453","Not Stated",NA,"1750.84716701558","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3454","OBC",NA,"9036.82745664122","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3455","SC",NA,"8161.40387313343","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3456","ST",NA,"678090.434120046","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3457","Upper Caste",NA,"81838.2806985694","Meghalaya","number of people","Total population of  Meghalaya in target group and caste category","total_pop_of_Meghalaya_tg_CasteCategory"
"3458","Intermediate Caste",NA,"875.423583507789","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3459","Not Applicable",NA,"8020.10806235177","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3460","Not Stated",NA,"1750.84716701558","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3461","OBC",NA,"15164.7925411957","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3462","SC",NA,"9912.25104014901","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3463","ST",NA,"857708.825633388","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3464","Upper Caste",NA,"115104.376871865","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and caste category","total_pop_of_Meghalaya_tgstuhm_CasteCategory"
"3465","F",NA,"2077062.74627872","Meghalaya","number of people","Total population of  Meghalaya in gender type","total_pop_of_Meghalaya_gender"
"3466","M",NA,"1959126.34875783","Meghalaya","number of people","Total population of  Meghalaya in gender type","total_pop_of_Meghalaya_gender"
"3467","Not Applicable",NA,"0","Meghalaya","number of people","Total population of  Meghalaya in gender type","total_pop_of_Meghalaya_gender"
"3468","F",NA,"222572.496759552","Meghalaya","number of people","Total population of  Meghalaya in target group and Gender type","total_pop_of_Meghalaya_tg_gender"
"3469","M",NA,"564325.404618205","Meghalaya","number of people","Total population of  Meghalaya in target group and Gender type","total_pop_of_Meghalaya_tg_gender"
"3470","F",NA,"379709.414506562","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and Gender type","total_pop_of_Meghalaya_tgstuhm_gender"
"3471","M",NA,"628827.210392911","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and Gender type","total_pop_of_Meghalaya_tgstuhm_gender"
"3472",NA,NA,"786897.901377757","Meghalaya","number of people","Total population of  Meghalaya in tg","total_pop_of_Meghalaya_tg"
"3473",NA,NA,"1008536.62489947","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers","total_pop_of_Meghalaya_tgstuhm"
"3474","RURAL",NA,"3272819.73021776","Meghalaya","number of people","Total population of  Meghalaya in regions","total_pop_of_Meghalaya_region"
"3475","URBAN",NA,"763369.364818792","Meghalaya","number of people","Total population of  Meghalaya in regions","total_pop_of_Meghalaya_region"
"3476","RURAL",NA,"635449.62143091","Meghalaya","number of people","Total population of  Meghalaya in target group and regions","total_pop_of_Meghalaya_tg_region"
"3477","URBAN",NA,"151448.279946847","Meghalaya","number of people","Total population of  Meghalaya in target group and regions","total_pop_of_Meghalaya_tg_region"
"3478","RURAL",NA,"794057.846940065","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers, and regions","total_pop_of_Meghalaya_tgstuhm_region"
"3479","URBAN",NA,"214478.777959408","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers, and regions","total_pop_of_Meghalaya_tgstuhm_region"
"3480","Christian",NA,"2952531.75549973","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3481","Hindu",NA,"385386.022208537","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3482","Khasi",NA,"544507.006971293","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3483","Muslim",NA,"119198.903167841","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3484","Not Applicable",NA,"25811.1713540709","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3485","Sikh",NA,"8754.23583507789","Meghalaya","number of people","Total population of  Meghalaya in religion type","total_pop_of_Meghalaya_religion"
"3486","Christian",NA,"576249.550161501","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3487","Hindu",NA,"70288.8295833687","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3488","Khasi",NA,"101558.292336982","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3489","Muslim",NA,"27279.4268995231","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3490","Not Applicable",NA,"8020.10806235177","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3491","Sikh",NA,"3501.69433403116","Meghalaya","number of people","Total population of  Meghalaya in target group and religion","total_pop_of_Meghalaya_tg_religion"
"3492","Christian",NA,"727964.981877865","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
"3493","Hindu",NA,"103554.925756665","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
"3494","Khasi",NA,"130336.675717468","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
"3495","Muslim",NA,"34282.8155675854","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
"3496","Not Applicable",NA,"8020.10806235177","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
"3497","Sikh",NA,"4377.11791753894","Meghalaya","number of people","Total population of  Meghalaya in target group with students and home makers,and religion","total_pop_of_Meghalaya_tgstuhm_religion"
